,Name,Height,CO2,Pollution,Crown_height,Crown_width,Canopy,Leaf_area,Leaf_biomass,circoscrizione
76,Tilia cordata,5.0,1.3,14.8,1.5,3.0,7.1,10.2,0.8,VILLAZZANO
75,Tilia cordata,5.0,1.3,16.0,1.5,3.0,7.1,11.0,0.8,VILLAZZANO
74,Tilia cordata,5.0,1.3,19.3,1.5,3.0,7.1,13.3,1.0,VILLAZZANO
73,Tilia cordata,5.0,1.3,11.2,1.5,2.5,4.9,7.7,0.6,VILLAZZANO
579,Tilia cordata,4.0,0.8,6.9,1.2,2.0,3.1,4.8,0.4,GARDOLO
72,Tilia cordata,5.0,1.3,11.2,1.5,2.5,4.9,7.7,0.6,VILLAZZANO
68,Tilia cordata,4.5,1.1,12.0,1.3,2.5,4.9,8.3,0.6,VILLAZZANO
11737,Tilia cordata,5.0,2.4,22.9,1.5,3.0,7.1,15.8,1.2,MATTARELLO
97,Tilia cordata,5.0,1.1,31.8,1.5,4.0,12.6,21.9,1.6,RAVINA-ROMAGNANO
96,Tilia cordata,4.0,1.1,28.2,1.2,4.0,12.6,19.4,1.5,RAVINA-ROMAGNANO
95,Tilia cordata,5.0,1.1,31.8,1.5,4.0,12.6,21.9,1.6,RAVINA-ROMAGNANO
94,Tilia cordata,5.0,1.1,31.8,1.5,4.0,12.6,21.9,1.6,RAVINA-ROMAGNANO
11736,Tilia cordata,5.0,2.4,20.3,1.5,3.0,7.1,14.0,1.0,MATTARELLO
70,Tilia cordata,4.5,1.1,13.5,1.3,2.5,4.9,9.3,0.7,VILLAZZANO
71,Tilia cordata,5.0,1.3,14.5,1.5,2.5,4.9,10.0,0.7,VILLAZZANO
582,Tilia cordata,3.5,0.7,5.3,1.0,1.5,1.8,3.7,0.3,GARDOLO
578,Tilia cordata,3.5,0.7,6.0,1.0,1.5,1.8,4.1,0.3,GARDOLO
576,Tilia cordata,5.5,1.7,59.8,1.7,5.0,19.6,41.2,3.1,GARDOLO
581,Tilia cordata,4.0,1.0,7.7,1.2,2.0,3.1,5.3,0.4,GARDOLO
12101,Tilia cordata,12.0,10.3,232.6,3.6,7.0,38.5,160.4,12.0,OLTREFERSINA
57,Tilia cordata,5.0,1.3,18.2,1.5,3.0,7.1,12.5,0.9,VILLAZZANO
58,Tilia cordata,4.5,0.8,16.7,1.3,3.0,7.1,11.5,0.9,VILLAZZANO
59,Tilia cordata,2.0,0.8,2.1,0.6,1.0,0.8,1.4,0.1,VILLAZZANO
62,Tilia cordata,4.5,0.7,6.8,1.3,2.0,3.1,4.7,0.4,VILLAZZANO
63,Tilia cordata,4.5,0.7,8.4,1.3,2.0,3.1,5.8,0.4,VILLAZZANO
64,Tilia cordata,5.0,1.3,19.3,1.5,3.0,7.1,13.3,1.0,VILLAZZANO
577,Tilia cordata,4.5,1.6,28.0,1.3,4.0,12.6,19.3,1.4,GARDOLO
65,Tilia cordata,5.0,1.3,16.0,1.5,3.0,7.1,11.0,0.8,VILLAZZANO
67,Tilia cordata,4.5,1.1,12.0,1.3,2.5,4.9,8.3,0.6,VILLAZZANO
573,Tilia cordata,6.0,2.1,51.0,1.8,4.5,15.9,35.1,2.6,GARDOLO
574,Tilia cordata,5.0,1.1,17.6,1.5,3.0,7.1,12.1,0.9,GARDOLO
575,Tilia cordata,4.0,0.7,5.5,1.2,1.5,1.8,3.8,0.3,GARDOLO
86,Tilia cordata,6.0,2.6,68.4,1.8,5.0,19.6,47.2,3.5,BONDONE
85,Tilia cordata,6.0,1.6,37.0,1.8,4.0,12.6,25.5,1.9,BONDONE
84,Tilia cordata,6.0,1.6,34.9,1.8,4.0,12.6,24.1,1.8,BONDONE
78,Tilia cordata,5.0,1.3,12.8,1.5,2.5,4.9,8.9,0.7,POVO
66,Tilia cordata,4.5,1.0,13.0,1.3,2.5,4.9,9.0,0.7,VILLAZZANO
513,Tilia cordata,6.0,2.6,42.3,1.8,4.0,12.6,29.2,2.2,GARDOLO
288,Tilia cordata,7.0,1.6,32.6,2.1,4.0,12.6,22.4,1.7,VILLAZZANO
9021,Tilia cordata,8.0,3.8,257.0,2.4,8.0,50.3,177.2,13.3,OLTREFERSINA
10272,Tilia cordata,11.0,4.4,364.1,3.3,10.0,78.5,251.0,18.8,S.GIUSEPPE-S.CHIARA
10271,Tilia cordata,10.0,4.4,285.5,3.0,8.0,50.3,196.8,14.7,S.GIUSEPPE-S.CHIARA
9619,Tilia cordata,13.0,6.7,546.4,3.9,10.0,78.5,376.7,28.2,GARDOLO
9620,Tilia cordata,14.0,9.2,771.7,4.2,12.0,113.1,532.0,39.9,GARDOLO
9621,Tilia cordata,13.0,9.2,768.2,3.9,12.0,113.1,529.6,39.7,GARDOLO
9656,Tilia cordata,4.0,2.4,124.8,1.2,7.0,38.5,86.0,6.4,OLTREFERSINA
9657,Tilia cordata,6.0,3.6,168.9,1.8,7.0,38.5,116.4,8.7,OLTREFERSINA
10273,Tilia cordata,10.0,4.9,292.5,3.0,8.0,50.3,201.6,15.1,S.GIUSEPPE-S.CHIARA
9665,Tilia cordata,7.0,7.7,306.7,2.1,9.0,63.6,211.4,15.8,OLTREFERSINA
490,Tilia cordata,4.0,0.6,4.9,1.2,1.5,1.8,3.4,0.3,GARDOLO
491,Tilia cordata,4.0,0.6,4.3,1.2,1.0,0.8,3.0,0.2,GARDOLO
9667,Tilia cordata,13.0,7.7,464.0,3.9,9.0,63.6,319.9,24.0,OLTREFERSINA
9668,Tilia cordata,13.0,7.7,357.4,3.9,9.0,63.6,246.3,18.5,OLTREFERSINA
9669,Tilia cordata,13.0,10.8,507.1,3.9,9.0,63.6,349.6,26.2,OLTREFERSINA
492,Tilia cordata,6.0,1.6,28.5,1.8,4.0,12.6,19.7,1.5,GARDOLO
528,Tilia cordata,4.0,0.4,3.8,1.2,1.0,0.8,2.6,0.2,GARDOLO
9666,Tilia cordata,13.0,7.7,384.0,3.9,9.0,63.6,264.7,19.8,OLTREFERSINA
527,Tilia cordata,3.0,0.4,2.8,0.9,1.0,0.8,1.9,0.1,GARDOLO
10274,Tilia cordata,11.0,4.4,294.9,3.3,8.0,50.3,203.3,15.2,S.GIUSEPPE-S.CHIARA
9603,Tilia cordata,8.0,5.1,200.0,2.4,7.0,38.5,137.9,10.3,OLTREFERSINA
9519,Tilia cordata,7.0,3.2,116.5,2.1,6.0,28.3,80.3,6.0,GARDOLO
9520,Tilia cordata,7.0,3.2,116.5,2.1,6.0,28.3,80.3,6.0,GARDOLO
9521,Tilia cordata,7.0,3.2,116.5,2.1,6.0,28.3,80.3,6.0,GARDOLO
9522,Tilia cordata,7.0,3.2,116.5,2.1,6.0,28.3,80.3,6.0,GARDOLO
9523,Tilia cordata,7.0,3.2,109.8,2.1,6.0,28.3,75.7,5.7,GARDOLO
9524,Tilia cordata,7.0,3.2,109.8,2.1,6.0,28.3,75.7,5.7,GARDOLO
10640,Tilia cordata,8.0,5.3,179.0,2.4,7.0,38.5,123.4,9.2,CENTRO STORICO PIEDICASTELLO
10291,Tilia cordata,10.0,3.8,93.4,3.0,5.0,19.6,64.4,4.8,S.GIUSEPPE-S.CHIARA
10634,Tilia cordata,5.0,4.4,45.7,1.5,4.0,12.6,31.5,2.4,CENTRO STORICO PIEDICASTELLO
10632,Tilia cordata,5.0,4.4,45.7,1.5,4.0,12.6,31.5,2.4,CENTRO STORICO PIEDICASTELLO
10631,Tilia cordata,5.0,4.4,45.7,1.5,4.0,12.6,31.5,2.4,CENTRO STORICO PIEDICASTELLO
10630,Tilia cordata,5.0,4.9,44.1,1.5,4.0,12.6,30.4,2.3,CENTRO STORICO PIEDICASTELLO
10629,Tilia cordata,5.0,3.0,38.9,1.5,4.0,12.6,26.8,2.0,CENTRO STORICO PIEDICASTELLO
10400,Tilia cordata,18.0,8.4,591.6,5.4,12.0,113.1,407.9,30.6,S.GIUSEPPE-S.CHIARA
529,Tilia cordata,5.0,2.3,29.5,1.5,4.0,12.6,20.3,1.5,GARDOLO
9579,Tilia cordata,12.0,8.2,586.3,3.6,11.0,95.0,404.2,30.3,OLTREFERSINA
10633,Tilia cordata,5.0,4.4,37.8,1.5,4.0,12.6,26.1,2.0,CENTRO STORICO PIEDICASTELLO
9518,Tilia cordata,7.0,3.2,116.5,2.1,6.0,28.3,80.3,6.0,GARDOLO
526,Tilia cordata,4.0,0.6,4.3,1.2,1.0,0.8,3.0,0.2,GARDOLO
498,Tilia cordata,1.0,0.8,0.5,0.3,0.5,0.2,0.3,0.0,GARDOLO
519,Tilia cordata,4.0,0.6,3.6,1.2,1.0,0.8,2.4,0.2,GARDOLO
518,Tilia cordata,4.5,1.7,28.7,1.3,4.0,12.6,19.8,1.5,GARDOLO
9886,Tilia cordata,5.0,1.9,36.7,1.5,4.0,12.6,25.3,1.9,OLTREFERSINA
9911,Tilia cordata,19.0,16.9,867.0,5.7,11.0,95.0,597.7,44.8,OLTREFERSINA
9912,Tilia cordata,19.0,16.9,717.5,5.7,11.0,95.0,494.6,37.1,OLTREFERSINA
3043,Tilia cordata,5.0,1.4,31.9,1.5,4.0,12.6,22.0,1.6,OLTREFERSINA
3044,Tilia cordata,7.0,2.3,81.9,2.1,6.0,28.3,56.5,4.2,OLTREFERSINA
520,Tilia cordata,4.0,0.7,3.5,1.2,1.0,0.8,2.4,0.2,GARDOLO
3045,Tilia cordata,7.0,2.6,110.6,2.1,6.0,28.3,76.2,5.7,OLTREFERSINA
511,Tilia cordata,5.0,2.4,39.1,1.5,4.0,12.6,27.0,2.0,GARDOLO
512,Tilia cordata,4.0,0.7,6.3,1.2,1.5,1.8,4.3,0.3,GARDOLO
9913,Tilia cordata,19.0,16.9,867.0,5.7,11.0,95.0,597.7,44.8,OLTREFERSINA
517,Tilia cordata,5.0,1.3,16.0,1.5,3.0,7.1,11.0,0.8,GARDOLO
516,Tilia cordata,4.0,1.0,12.9,1.2,3.0,7.1,8.9,0.7,GARDOLO
515,Tilia cordata,4.0,0.7,4.0,1.2,1.0,0.8,2.8,0.2,GARDOLO
514,Tilia cordata,4.0,0.7,4.3,1.2,1.0,0.8,2.9,0.2,GARDOLO
510,Tilia cordata,4.0,0.8,5.8,1.2,1.5,1.8,4.0,0.3,GARDOLO
497,Tilia cordata,4.0,1.4,14.3,1.2,3.0,7.1,9.9,0.7,GARDOLO
521,Tilia cordata,4.0,0.7,4.5,1.2,1.0,0.8,3.1,0.2,GARDOLO
523,Tilia cordata,4.5,1.9,33.5,1.3,4.0,12.6,23.1,1.7,GARDOLO
499,Tilia cordata,6.0,2.1,99.4,1.8,6.0,28.3,68.5,5.1,GARDOLO
500,Tilia cordata,5.0,1.0,6.5,1.5,1.5,1.8,4.5,0.3,GARDOLO
501,Tilia cordata,6.0,2.4,103.6,1.8,6.0,28.3,71.4,5.3,GARDOLO
502,Tilia cordata,4.5,0.8,4.9,1.3,1.0,0.8,3.4,0.3,GARDOLO
503,Tilia cordata,4.0,0.8,4.8,1.2,1.0,0.8,3.3,0.2,GARDOLO
504,Tilia cordata,4.5,0.8,4.1,1.3,1.0,0.8,2.8,0.2,GARDOLO
505,Tilia cordata,4.0,1.6,32.8,1.2,4.0,12.6,22.6,1.7,GARDOLO
522,Tilia cordata,4.0,1.6,16.9,1.2,3.0,7.1,11.7,0.9,GARDOLO
506,Tilia cordata,5.0,1.9,28.2,1.5,4.0,12.6,19.5,1.5,GARDOLO
508,Tilia cordata,4.0,0.7,3.8,1.2,1.0,0.8,2.6,0.2,GARDOLO
509,Tilia cordata,4.5,1.4,29.1,1.3,4.0,12.6,20.1,1.5,GARDOLO
3040,Tilia cordata,6.0,1.9,34.5,1.8,4.0,12.6,23.8,1.8,OLTREFERSINA
3041,Tilia cordata,4.0,1.0,11.1,1.2,2.5,4.9,7.7,0.6,OLTREFERSINA
3042,Tilia cordata,4.0,1.3,18.0,1.2,3.0,7.1,12.4,0.9,OLTREFERSINA
525,Tilia cordata,4.0,0.6,3.8,1.2,1.0,0.8,2.6,0.2,GARDOLO
524,Tilia cordata,4.0,0.6,4.3,1.2,1.0,0.8,3.0,0.2,GARDOLO
507,Tilia cordata,5.0,1.6,26.8,1.5,4.0,12.6,18.5,1.4,GARDOLO
9517,Tilia cordata,7.0,3.2,116.5,2.1,6.0,28.3,80.3,6.0,GARDOLO
9512,Tilia cordata,4.0,1.4,10.3,1.2,2.0,3.1,7.1,0.5,GARDOLO
9511,Tilia cordata,4.0,1.4,10.3,1.2,2.0,3.1,7.1,0.5,GARDOLO
9285,Tilia cordata,5.0,1.9,21.5,1.5,3.0,7.1,14.8,1.1,VILLAZZANO
202,Tilia cordata,10.0,3.6,223.7,3.0,8.0,50.3,154.2,11.6,MATTARELLO
9321,Tilia cordata,4.0,2.6,11.5,1.2,2.0,3.1,7.9,0.6,ARGENTARIO
11350,Tilia cordata,3.0,1.1,4.2,0.9,1.0,0.8,2.9,0.2,BONDONE
246,Tilia cordata,7.0,2.4,89.8,2.1,6.0,28.3,61.9,4.6,RAVINA-ROMAGNANO
9355,Tilia cordata,3.0,1.1,3.3,0.9,1.0,0.8,2.3,0.2,ARGENTARIO
570,Tilia cordata,6.0,1.7,35.8,1.8,4.0,12.6,24.7,1.9,GARDOLO
9284,Tilia cordata,5.0,1.9,21.5,1.5,3.0,7.1,14.8,1.1,VILLAZZANO
569,Tilia cordata,6.0,1.9,39.0,1.8,4.0,12.6,26.9,2.0,GARDOLO
247,Tilia cordata,7.0,2.4,108.5,2.1,6.0,28.3,74.8,5.6,RAVINA-ROMAGNANO
248,Tilia cordata,7.0,2.4,108.5,2.1,6.0,28.3,74.8,5.6,RAVINA-ROMAGNANO
249,Tilia cordata,7.0,2.4,102.3,2.1,6.0,28.3,70.5,5.3,RAVINA-ROMAGNANO
250,Tilia cordata,7.0,2.4,96.0,2.1,6.0,28.3,66.2,5.0,RAVINA-ROMAGNANO
251,Tilia cordata,6.0,1.9,59.3,1.8,5.0,19.6,40.9,3.1,RAVINA-ROMAGNANO
567,Tilia cordata,6.0,1.9,32.2,1.8,4.0,12.6,22.2,1.7,GARDOLO
252,Tilia cordata,6.0,1.9,63.0,1.8,5.0,19.6,43.4,3.3,RAVINA-ROMAGNANO
568,Tilia cordata,6.0,1.6,37.0,1.8,4.0,12.6,25.5,1.9,GARDOLO
253,Tilia cordata,6.0,1.9,36.7,1.8,4.0,12.6,25.3,1.9,RAVINA-ROMAGNANO
201,Tilia cordata,8.0,1.9,88.2,2.4,6.0,28.3,60.8,4.6,MATTARELLO
9266,Tilia cordata,5.0,4.4,89.0,1.5,6.0,28.3,61.4,4.6,VILLAZZANO
9022,Tilia cordata,8.0,3.8,212.7,2.4,8.0,50.3,146.6,11.0,OLTREFERSINA
9023,Tilia cordata,8.0,6.0,289.4,2.4,8.0,50.3,199.5,14.9,OLTREFERSINA
9024,Tilia cordata,8.0,6.0,289.4,2.4,8.0,50.3,199.5,14.9,OLTREFERSINA
9025,Tilia cordata,8.0,6.0,289.4,2.4,8.0,50.3,199.5,14.9,OLTREFERSINA
9026,Tilia cordata,8.0,4.9,226.8,2.4,8.0,50.3,156.4,11.7,OLTREFERSINA
9027,Tilia cordata,8.0,6.0,289.4,2.4,8.0,50.3,199.5,14.9,OLTREFERSINA
9028,Tilia cordata,8.0,4.9,226.8,2.4,8.0,50.3,156.4,11.7,OLTREFERSINA
9267,Tilia cordata,5.0,4.4,115.6,1.5,6.0,28.3,79.7,6.0,VILLAZZANO
9029,Tilia cordata,8.0,4.9,274.1,2.4,8.0,50.3,189.0,14.2,OLTREFERSINA
9031,Tilia cordata,8.0,4.9,242.6,2.4,8.0,50.3,167.2,12.5,OLTREFERSINA
9037,Tilia cordata,8.0,4.9,226.8,2.4,8.0,50.3,156.4,11.7,OLTREFERSINA
200,Tilia cordata,8.0,1.9,94.3,2.4,6.0,28.3,65.0,4.9,MATTARELLO
572,Tilia cordata,5.0,1.6,13.6,1.5,2.5,4.9,9.4,0.7,GARDOLO
571,Tilia cordata,6.0,2.1,30.7,1.8,4.0,12.6,21.2,1.6,GARDOLO
9220,Tilia cordata,7.0,4.9,514.8,2.1,11.0,95.0,354.9,26.6,MATTARELLO
9265,Tilia cordata,5.0,3.0,92.4,1.5,6.0,28.3,63.7,4.8,VILLAZZANO
9030,Tilia cordata,8.0,4.9,258.4,2.4,8.0,50.3,178.1,13.3,OLTREFERSINA
254,Tilia cordata,6.0,1.9,55.7,1.8,5.0,19.6,38.4,2.9,RAVINA-ROMAGNANO
255,Tilia cordata,7.0,2.6,91.5,2.1,6.0,28.3,63.1,4.7,RAVINA-ROMAGNANO
256,Tilia cordata,7.0,2.6,97.9,2.1,6.0,28.3,67.5,5.1,RAVINA-ROMAGNANO
10813,Tilia cordata,9.0,6.0,99.7,2.7,5.0,19.6,68.7,5.1,S.GIUSEPPE-S.CHIARA
10812,Tilia cordata,7.0,6.0,89.6,2.1,5.0,19.6,61.7,4.6,S.GIUSEPPE-S.CHIARA
10782,Tilia cordata,6.0,4.9,116.9,1.8,6.0,28.3,80.6,6.0,GARDOLO
10781,Tilia cordata,6.0,5.5,120.9,1.8,6.0,28.3,83.4,6.2,GARDOLO
10780,Tilia cordata,6.0,4.4,107.2,1.8,6.0,28.3,73.9,5.5,GARDOLO
10776,Tilia cordata,6.0,5.1,118.3,1.8,6.0,28.3,81.5,6.1,GARDOLO
9451,Tilia cordata,4.0,1.4,8.6,1.2,2.0,3.1,5.9,0.4,MEANO
10814,Tilia cordata,9.0,6.0,76.7,2.7,5.0,19.6,52.9,4.0,S.GIUSEPPE-S.CHIARA
10772,Tilia cordata,6.0,5.1,103.9,1.8,6.0,28.3,71.6,5.4,GARDOLO
530,Tilia cordata,4.0,0.8,6.6,1.2,1.5,1.8,4.5,0.3,GARDOLO
10643,Tilia cordata,6.0,7.4,602.9,1.8,11.0,95.0,415.6,31.1,CENTRO STORICO PIEDICASTELLO
10641,Tilia cordata,8.0,5.3,202.3,2.4,7.0,38.5,139.4,10.4,CENTRO STORICO PIEDICASTELLO
9498,Tilia cordata,14.0,8.7,298.3,4.2,8.0,50.3,205.6,15.4,GARDOLO
9508,Tilia cordata,4.0,1.4,10.3,1.2,2.0,3.1,7.1,0.5,GARDOLO
9509,Tilia cordata,4.0,1.4,8.6,1.2,2.0,3.1,5.9,0.4,GARDOLO
9510,Tilia cordata,4.0,1.4,9.1,1.2,2.0,3.1,6.3,0.5,GARDOLO
531,Tilia cordata,5.0,2.1,61.1,1.5,5.0,19.6,42.1,3.2,GARDOLO
10815,Tilia cordata,9.0,6.0,299.0,2.7,8.0,50.3,206.1,15.4,S.GIUSEPPE-S.CHIARA
10816,Tilia cordata,9.0,6.0,299.0,2.7,8.0,50.3,206.1,15.4,S.GIUSEPPE-S.CHIARA
10817,Tilia cordata,7.0,6.0,89.6,2.1,5.0,19.6,61.7,4.6,S.GIUSEPPE-S.CHIARA
257,Tilia cordata,7.0,2.6,110.6,2.1,6.0,28.3,76.2,5.7,RAVINA-ROMAGNANO
258,Tilia cordata,7.0,1.7,57.4,2.1,5.0,19.6,39.5,3.0,RAVINA-ROMAGNANO
11196,Tilia cordata,7.0,4.9,65.3,2.1,5.0,19.6,45.0,3.4,GARDOLO
11190,Tilia cordata,7.0,4.9,84.8,2.1,5.0,19.6,58.5,4.4,GARDOLO
11189,Tilia cordata,7.0,3.8,75.0,2.1,5.0,19.6,51.7,3.9,GARDOLO
260,Tilia cordata,6.0,1.9,34.5,1.8,4.0,12.6,23.8,1.8,RAVINA-ROMAGNANO
261,Tilia cordata,6.0,1.1,26.0,1.8,4.0,12.6,17.9,1.3,RAVINA-ROMAGNANO
262,Tilia cordata,8.0,2.4,113.7,2.4,6.0,28.3,78.4,5.9,RAVINA-ROMAGNANO
263,Tilia cordata,8.0,1.9,36.4,2.4,4.0,12.6,25.1,1.9,RAVINA-ROMAGNANO
264,Tilia cordata,8.0,1.9,41.4,2.4,4.0,12.6,28.6,2.1,RAVINA-ROMAGNANO
265,Tilia cordata,8.0,1.9,44.0,2.4,4.0,12.6,30.3,2.3,RAVINA-ROMAGNANO
266,Tilia cordata,8.0,2.4,44.2,2.4,4.0,12.6,30.5,2.3,RAVINA-ROMAGNANO
267,Tilia cordata,8.0,2.4,46.9,2.4,4.0,12.6,32.3,2.4,RAVINA-ROMAGNANO
268,Tilia cordata,5.0,1.0,18.0,1.5,3.0,7.1,12.4,0.9,RAVINA-ROMAGNANO
269,Tilia cordata,7.0,2.3,43.2,2.1,4.0,12.6,29.8,2.2,RAVINA-ROMAGNANO
270,Tilia cordata,5.0,1.6,15.7,1.5,3.0,7.1,10.9,0.8,RAVINA-ROMAGNANO
10818,Tilia cordata,7.0,6.0,89.6,2.1,5.0,19.6,61.7,4.6,S.GIUSEPPE-S.CHIARA
9020,Tilia cordata,8.0,3.8,257.0,2.4,8.0,50.3,177.2,13.3,OLTREFERSINA
8773,Tilia cordata,18.0,16.9,708.6,5.4,12.0,113.1,488.5,36.6,CENTRO STORICO PIEDICASTELLO
5741,Tilia cordata,7.0,2.4,70.8,2.1,5.0,19.6,48.8,3.7,CENTRO STORICO PIEDICASTELLO
17,Tilia cordata,4.5,0.8,13.8,1.3,3.0,7.1,9.5,0.7,VILLAZZANO
888,Tilia cordata,3.5,0.6,6.5,1.0,2.0,3.1,4.4,0.3,GARDOLO
696,Tilia cordata,4.0,1.1,11.6,1.2,2.5,4.9,8.0,0.6,GARDOLO
695,Tilia cordata,4.0,1.1,11.6,1.2,2.5,4.9,8.0,0.6,GARDOLO
694,Tilia cordata,4.0,1.1,11.6,1.2,2.5,4.9,8.0,0.6,GARDOLO
7674,Tilia cordata,4.0,1.1,12.3,1.2,2.5,4.9,8.5,0.6,GARDOLO
4507,Tilia cordata,6.4,2.6,51.4,1.9,4.4,14.9,35.4,2.7,OLTREFERSINA
4506,Tilia cordata,6.4,2.6,48.4,1.9,4.4,14.9,33.4,2.5,OLTREFERSINA
4505,Tilia cordata,7.0,4.7,113.7,2.1,6.0,28.3,78.3,5.9,OLTREFERSINA
4504,Tilia cordata,6.4,2.6,51.4,1.9,4.4,14.9,35.4,2.7,OLTREFERSINA
4503,Tilia cordata,6.4,2.6,42.5,1.9,4.4,14.9,29.3,2.2,CENTRO STORICO PIEDICASTELLO
4502,Tilia cordata,6.4,2.6,51.4,1.9,4.4,14.9,35.4,2.7,OLTREFERSINA
4501,Tilia cordata,4.0,0.7,7.1,1.2,2.0,3.1,4.9,0.4,OLTREFERSINA
4500,Tilia cordata,8.0,2.4,228.9,2.4,8.0,50.3,157.8,11.8,OLTREFERSINA
4499,Tilia cordata,4.0,1.0,9.3,1.2,2.0,3.1,6.4,0.5,OLTREFERSINA
693,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
692,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
691,Tilia cordata,4.0,1.1,12.3,1.2,2.5,4.9,8.5,0.6,GARDOLO
698,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
690,Tilia cordata,4.0,1.1,11.6,1.2,2.5,4.9,8.0,0.6,GARDOLO
699,Tilia cordata,4.0,1.1,10.1,1.2,2.5,4.9,6.9,0.5,GARDOLO
701,Tilia cordata,4.0,1.1,12.3,1.2,2.5,4.9,8.5,0.6,GARDOLO
1941,Tilia cordata,3.5,1.1,12.6,1.0,2.5,4.9,8.7,0.7,OLTREFERSINA
1942,Tilia cordata,6.0,1.3,18.2,1.8,3.0,7.1,12.6,0.9,OLTREFERSINA
1943,Tilia cordata,5.0,0.8,8.0,1.5,2.0,3.1,5.5,0.4,OLTREFERSINA
1944,Tilia cordata,3.0,0.7,3.7,0.9,1.0,0.8,2.6,0.2,OLTREFERSINA
5650,Tilia cordata,7.0,4.0,149.5,2.1,7.0,38.5,103.1,7.7,CENTRO STORICO PIEDICASTELLO
1945,Tilia cordata,6.0,1.4,27.7,1.8,4.0,12.6,19.1,1.4,OLTREFERSINA
1950,Tilia cordata,7.0,2.6,110.6,2.1,6.0,28.3,76.2,5.7,OLTREFERSINA
1951,Tilia cordata,8.0,4.0,215.7,2.4,8.0,50.3,148.7,11.1,OLTREFERSINA
1952,Tilia cordata,7.0,3.0,167.6,2.1,7.0,38.5,115.5,8.7,OLTREFERSINA
1953,Tilia cordata,8.0,3.2,136.5,2.4,7.0,38.5,94.1,7.0,OLTREFERSINA
4512,Tilia cordata,6.4,2.6,51.4,1.9,4.4,14.9,35.4,2.7,CENTRO STORICO PIEDICASTELLO
4511,Tilia cordata,6.4,2.6,48.4,1.9,4.4,14.9,33.4,2.5,CENTRO STORICO PIEDICASTELLO
4510,Tilia cordata,6.4,2.6,42.5,1.9,4.4,14.9,29.3,2.2,CENTRO STORICO PIEDICASTELLO
4509,Tilia cordata,6.4,2.6,45.5,1.9,4.4,14.9,31.4,2.3,OLTREFERSINA
4508,Tilia cordata,6.4,2.6,51.4,1.9,4.4,14.9,35.4,2.7,CENTRO STORICO PIEDICASTELLO
703,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
702,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
700,Tilia cordata,4.0,1.1,12.3,1.2,2.5,4.9,8.5,0.6,GARDOLO
5640,Tilia cordata,4.5,2.1,16.4,1.3,3.0,7.1,11.3,0.8,CENTRO STORICO PIEDICASTELLO
689,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
687,Tilia cordata,4.0,1.1,12.3,1.2,2.5,4.9,8.5,0.6,GARDOLO
7924,Tilia cordata,6.0,2.1,93.7,1.8,6.0,28.3,64.6,4.8,OLTREFERSINA
7925,Tilia cordata,8.0,3.0,174.3,2.4,7.0,38.5,120.2,9.0,OLTREFERSINA
7926,Tilia cordata,8.0,2.6,168.3,2.4,7.0,38.5,116.0,8.7,OLTREFERSINA
7927,Tilia cordata,6.0,2.3,101.5,1.8,6.0,28.3,70.0,5.2,OLTREFERSINA
7928,Tilia cordata,6.0,2.3,101.5,1.8,6.0,28.3,70.0,5.2,OLTREFERSINA
7929,Tilia cordata,6.0,1.9,74.8,1.8,6.0,28.3,51.6,3.9,OLTREFERSINA
7930,Tilia cordata,6.0,2.3,78.2,1.8,6.0,28.3,53.9,4.0,OLTREFERSINA
7931,Tilia cordata,8.0,2.4,165.1,2.4,7.0,38.5,113.8,8.5,OLTREFERSINA
7932,Tilia cordata,8.0,3.0,144.3,2.4,7.0,38.5,99.4,7.4,OLTREFERSINA
7933,Tilia cordata,6.0,1.6,49.5,1.8,5.0,19.6,34.1,2.6,OLTREFERSINA
7934,Tilia cordata,6.0,1.6,59.9,1.8,5.0,19.6,41.3,3.1,OLTREFERSINA
7935,Tilia cordata,6.0,1.9,91.6,1.8,6.0,28.3,63.1,4.7,OLTREFERSINA
7936,Tilia cordata,6.0,1.9,80.4,1.8,6.0,28.3,55.4,4.2,OLTREFERSINA
7937,Tilia cordata,6.0,1.9,97.1,1.8,6.0,28.3,67.0,5.0,OLTREFERSINA
7938,Tilia cordata,5.0,1.1,17.6,1.5,3.0,7.1,12.1,0.9,OLTREFERSINA
7939,Tilia cordata,5.0,1.3,19.3,1.5,3.0,7.1,13.3,1.0,OLTREFERSINA
7940,Tilia cordata,5.0,1.4,55.2,1.5,5.0,19.6,38.0,2.8,OLTREFERSINA
7923,Tilia cordata,6.0,2.1,82.2,1.8,6.0,28.3,56.7,4.2,OLTREFERSINA
688,Tilia cordata,4.0,1.1,13.1,1.2,2.5,4.9,9.0,0.7,GARDOLO
7922,Tilia cordata,8.0,3.4,123.9,2.4,6.0,28.3,85.4,6.4,OLTREFERSINA
